date,1,2,3,4,5,6,7,OT
38,148.62,61211,66880,1.0224,1.0233,0.19265,0.71464,1.6367
38.2,144.25,61222,66900,1.0267,1.0206,0.19267,0.71766,1.6694
38.4,145.34,61233,66920,1.031,1.018,0.19269,0.72067,1.7024
38.6,148.31,61244,66940,1.0352,1.0109,0.19275,0.72364,1.7364
38.8,148.41,61256,66961,1.0394,1.013,0.19272,0.72658,1.7704
39,148.37,61268,66982,1.0436,1.0252,0.19259,0.72956,1.8042
39.2,150.95,61280,67002,1.0479,1.0196,0.19264,0.73252,1.8383
39.4,149.83,61291,67023,1.052,1.014,0.19269,0.73544,1.8732
39.6,149.15,61303,67043,1.0562,1.0192,0.19263,0.73837,1.9078
39.8,151.14,61314,67063,1.0604,1.0131,0.19268,0.74127,1.9427
40,150.74,61325,67083,1.0645,1.0141,0.19266,0.74418,1.9777
40.2,147.66,61338,67105,0.98689,1.0087,0.19374,0.75248,2.0113
40.4,143.17,61352,67129,0.98689,1.0089,0.19374,0.75248,2.0445
40.6,141.08,61366,67152,0.99066,1.0086,0.19373,0.75536,2.0785
40.8,138.4,61381,67175,0.99464,1.0125,0.19369,0.75841,2.1127
41,132.65,61395,67199,0.99865,1.0244,0.19357,0.76147,2.1468
41.2,128.58,61410,67223,1.0027,1.0361,0.19345,0.76454,2.1814
41.4,38.574,61424,67246,1.0067,1.052,0.19329,0.7676,2.216
41.6,227.5,61438,67269,1.0106,1.0526,0.19328,0.77062,2.2515
41.8,211.89,61452,67292,1.0145,1.0533,0.19326,0.7736,2.2874
42,189.05,61466,67315,1.0184,1.0596,0.1932,0.77655,2.3235
42.2,172.05,61480,67338,1.0222,1.0415,0.19336,0.77951,2.3599
42.4,164.95,61494,67362,1.0261,1.0239,0.19352,0.78244,2.3967
42.6,159.06,61509,67385,1.0299,1.0222,0.19353,0.78536,2.4336
42.8,158.35,61523,67409,1.0337,1.0068,0.19366,0.78825,2.471
43,158.12,61538,67433,1.0374,1.0096,0.19363,0.79113,2.5083
43.2,151.62,61552,67456,1.0412,1.0085,0.19363,0.79398,2.5457
43.4,143.7,61566,67479,1.0449,1.0214,0.1935,0.79686,2.5829
43.6,142.3,61580,67501,1.0487,1.0171,0.19354,0.79972,2.6205
43.8,140.53,61593,67524,1.0524,1.0088,0.19361,0.80256,2.6583
44,137.62,61607,67547,1.0561,1.0224,0.19347,0.80541,2.6962
44.2,134.81,61623,67573,1.06,1.053,0.19318,0.8084,2.7327
44.4,140.58,61640,67599,1.064,1.0425,0.19327,0.81145,2.7694
44.6,148.37,61658,67625,1.068,1.0446,0.19324,0.8145,2.8059
44.8,155.61,61675,67652,1.072,1.0534,0.19315,0.81756,2.8426
45,161.39,61692,67679,1.076,1.0599,0.19308,0.82062,2.8793
45.2,162.33,61709,67705,1.08,1.072,0.19296,0.82368,2.9161
45.4,159.35,61725,67730,1.0839,1.0588,0.19308,0.82669,2.9538
45.6,156.13,61740,67755,1.0878,1.052,0.19313,0.82965,2.9917
45.8,146.64,61756,67779,1.0916,1.0515,0.19313,0.83258,3.0301
46,138.42,61771,67804,1.0955,1.0728,0.19292,0.83553,3.0683
46.2,131.39,61788,67831,1.0994,1.0769,0.19287,0.83851,3.1064
46.4,39.417,61806,67858,1.1033,1.0678,0.19295,0.84149,3.1443
46.6,223,61824,67885,1.1072,1.0858,0.19277,0.84447,3.1825
46.8,212.61,61843,67913,1.1111,1.0941,0.19269,0.84745,3.2209
47,194.1,61861,67941,1.1149,1.0856,0.19276,0.85041,3.26
47.2,172.56,61879,67968,1.1188,1.0877,0.19273,0.85336,3.299
47.4,156.49,61896,67995,1.1227,1.117,0.19245,0.85634,3.3383
47.6,148.01,61913,68020,1.1266,1.125,0.19237,0.85932,3.3777
47.8,143.22,61928,68045,1.1304,1.1383,0.19223,0.86229,3.4176
48,139.2,61944,68070,1.1343,1.1516,0.1921,0.86525,3.4578
48.2,135.9,61961,68097,1.1383,1.1754,0.19186,0.86832,3.4969
48.4,133.95,61980,68125,1.1425,1.1974,0.19165,0.87148,3.5358
48.6,130.74,61999,68154,1.1466,1.1952,0.19166,0.87461,3.5755
48.8,125.92,62019,68184,1.1506,1.2018,0.19159,0.87773,3.6156
49,124.53,62040,68214,1.1547,1.1903,0.19169,0.88084,3.6558
49.2,120.31,62060,68244,1.1587,1.1814,0.19177,0.88394,3.6963
49.4,117.74,62079,68273,1.1627,1.1811,0.19176,0.88698,3.7379
49.6,118.8,62098,68301,1.1666,1.1736,0.19183,0.88997,3.7801
49.8,121.6,62115,68328,1.1705,1.1775,0.19178,0.89295,3.8224
50,125.12,62132,68355,1.1744,1.1891,0.19167,0.89593,3.8647
50.2,127.36,62249,68481,1.1783,0.8933,0.19445,0.89889,3.9012
50.4,38.207,62367,68609,1.1821,0.86104,0.19475,0.90182,3.9376
50.6,226.33,62486,68737,1.1859,0.86847,0.19467,0.90475,3.9737
50.8,176.55,62606,68866,1.1897,0.86585,0.19469,0.90766,4.0097
51,128.18,62726,68996,1.1935,0.88119,0.19454,0.91058,4.0456
51.2,90.119,62847,69126,1.1974,0.87961,0.19454,0.91351,4.0816
51.4,27.036,62967,69256,1.2012,0.88166,0.19452,0.91643,4.1175
51.6,133.86,63088,69386,1.205,0.89345,0.1944,0.91936,4.1534
51.8,110.18,63207,69515,1.2089,0.89388,0.19439,0.92232,4.1889
52,84.775,63327,69645,1.2127,0.8809,0.1945,0.92527,4.2246
52.2,63.756,63447,69775,1.2167,0.91876,0.19414,0.92834,4.2597
52.4,19.127,63567,69905,1.2208,0.93633,0.19396,0.93144,4.2948
52.6,93.217,63688,70035,1.2248,0.94315,0.19389,0.9345,4.33
52.8,79.601,63809,70166,1.2288,0.9509,0.19381,0.93759,4.365
53,64.732,63930,70297,1.2328,0.95586,0.19376,0.94067,4.3998
53.2,51.862,64052,70429,1.2368,0.94817,0.19382,0.9437,4.4352
53.4,39.6,64174,70560,1.2407,0.94438,0.19385,0.94668,4.4704
53.6,11.88,64295,70691,1.2445,0.94942,0.19379,0.94963,4.5057
53.8,64.193,64415,70821,1.2483,0.95598,0.19372,0.95254,4.541
54,52.17,64535,70950,1.2521,0.96259,0.19365,0.95543,4.5765
54.2,38.533,64654,71079,1.2559,0.97326,0.19355,0.95833,4.612
54.4,30.079,64772,71207,1.2597,0.96794,0.19359,0.96122,4.6477
54.6,23.388,64891,71335,1.2634,0.95207,0.19373,0.96406,4.6833
54.8,18.275,65009,71463,1.267,0.94205,0.19382,0.96681,4.7184
55,5.4824,65129,71592,1.2706,0.95353,0.1937,0.96957,4.7535
55.2,36.266,65249,71721,1.2742,0.93842,0.19384,0.97231,4.7886
55.4,29.296,65369,71851,1.2777,0.92776,0.19393,0.97503,4.8234
55.6,21.057,65490,71981,1.2813,0.91745,0.19402,0.97775,4.8581
55.8,14.359,65611,72111,1.2848,0.92326,0.19396,0.98048,4.8927
56,9.6453,65731,72241,1.2884,0.92947,0.19389,0.98321,4.9274
56.2,6.4421,65852,72372,1.2921,0.9608,0.19359,0.98603,4.9625
56.4,6.4051,65973,72503,1.2958,0.98585,0.19335,0.98892,4.9979
56.6,7.5055,66095,72634,1.2996,0.97683,0.19343,0.99178,5.0333
56.8,7.1734,66217,72765,1.3033,0.97589,0.19343,0.99462,5.0688
57,6.7787,66339,72898,1.307,0.97346,0.19344,0.99746,5.1046
57.2,6.6248,66463,73030,1.3107,0.94803,0.19368,1.0003,5.1401
57.4,5.4932,66587,73164,1.3144,0.97244,0.19344,1.0031,5.1754
57.6,5.2329,66710,73298,1.3181,0.98266,0.19334,1.0059,5.2105
57.8,4.8755,66834,73431,1.3218,0.97591,0.19339,1.0088,5.2459
58,4.9041,66957,73563,1.3254,0.96643,0.19347,1.0116,5.2815
58.2,3.5133,67079,73694,1.329,0.94639,0.19366,1.0143,5.3168
58.4,1.6044,67200,73825,1.3324,0.9516,0.1936,1.017,5.3521
58.6,0.0001,67321,73956,1.3359,0.93578,0.19374,1.0196,5.3873
58.8,0.0001,67441,74086,1.3393,0.93439,0.19375,1.0222,5.4224
59,0.0001,67562,74215,1.3426,0.93835,0.1937,1.0248,5.4574
59.2,0.0001,67682,74345,1.346,0.94013,0.19368,1.0274,5.4925
59.4,0.0001,67802,74475,1.3494,0.93172,0.19375,1.0299,5.5274
59.6,0.0001,67923,74604,1.3527,0.9316,0.19375,1.0325,5.562
59.8,6.3868,68044,74735,1.356,0.94646,0.1936,1.035,5.5969
60,2.1596,68165,74866,1.3594,0.95394,0.19352,1.0377,5.6316
60.2,0.0001,68288,74998,1.3629,0.97754,0.1933,1.0403,5.6664
60.4,0.0001,68412,75132,1.3665,0.98602,0.19321,1.0431,5.7011
60.6,0.0001,68537,75266,1.3702,0.97265,0.19333,1.0459,5.7358
60.8,0.0001,68662,75401,1.3738,0.96965,0.19335,1.0487,5.7705
61,0.0001,68787,75536,1.3775,0.9791,0.19325,1.0515,5.8052
61.2,0.0001,68912,75670,1.3812,0.97507,0.19328,1.0543,5.8396
61.4,0.0001,69036,75804,1.3848,0.99198,0.19312,1.0571,5.8742
61.6,0.1006,69160,75937,1.3885,1.0006,0.19303,1.0599,5.9086
61.8,0.53843,69283,76071,1.3923,1.0128,0.19291,1.0628,5.9428
62,1.6834,69406,76204,1.3961,1.0294,0.19274,1.0657,5.9772
62.2,4.0521,69530,76338,1.3999,1.0324,0.19271,1.0686,6.0116
62.4,4.9727,69654,76472,1.4037,1.0569,0.19247,1.0716,6.0461
62.6,6.794,69779,76607,1.4076,1.0652,0.19238,1.0745,6.0806
62.8,7.086,69904,76742,1.4114,1.0662,0.19237,1.0775,6.1147
63,7.1416,70030,76878,1.4153,1.0726,0.1923,1.0804,6.1489
63.2,7.5224,70156,77014,1.4191,1.0919,0.19211,1.0834,6.183
63.4,8.0287,70282,77150,1.423,1.0992,0.19203,1.0864,6.217
63.6,7.0198,70408,77286,1.4268,1.0862,0.19215,1.0892,6.2507
63.8,5.2048,70533,77421,1.4305,1.0777,0.19222,1.0921,6.2846
64,3.7322,70658,77555,1.4342,1.075,0.19224,1.0949,6.3182
64.2,2.4322,70783,77690,1.438,1.101,0.19199,1.0978,6.3521
64.4,4.0314,70907,77824,1.4418,1.1061,0.19193,1.1008,6.386
64.6,5.1509,71031,77958,1.4456,1.1108,0.19188,1.1037,6.42
64.8,5.1564,71155,78092,1.4493,1.1058,0.19192,1.1066,6.4537
65,3.8318,71279,78227,1.4531,1.1202,0.19178,1.1094,6.4874
65.2,3.3238,71404,78361,1.4569,1.15,0.19149,1.1123,6.5209
65.4,3.9539,71530,78497,1.4606,1.149,0.19149,1.1152,6.5544
65.6,3.5671,71656,78633,1.4644,1.1496,0.19148,1.1181,6.5874
65.8,3.144,71783,78770,1.4682,1.1426,0.19153,1.121,6.6202
66,1.6598,71910,78907,1.4719,1.155,0.19141,1.1239,6.6532
66.2,1.236,72037,79045,1.4758,1.1704,0.19126,1.1268,6.686
66.4,1.3963,72164,79181,1.4796,1.1634,0.19132,1.1297,6.7189
66.6,1.262,72290,79317,1.4833,1.1622,0.19132,1.1326,6.7516
66.8,0.2712,72415,79452,1.487,1.1688,0.19125,1.1354,6.7843
67,0.0001,72539,79586,1.4907,1.1812,0.19113,1.1383,6.8174
67.2,0.0001,72663,79720,1.4944,1.1856,0.19108,1.1411,6.8506
67.4,0.0001,72786,79853,1.4981,1.1875,0.19105,1.1439,6.8835
67.6,0.0001,72911,79988,1.5018,1.1862,0.19106,1.1468,6.9165
67.8,0.0001,73036,80124,1.5054,1.1841,0.19107,1.1496,6.9496
68,0.0001,73163,80261,1.5091,1.1884,0.19102,1.1524,6.9826
68.2,0.0001,73292,80399,1.5129,1.2095,0.19082,1.1553,7.0152
68.4,0.0001,73420,80538,1.5167,1.2014,0.19088,1.1582,7.0476
68.6,0.0001,73549,80677,1.5205,1.1984,0.19091,1.1612,7.0802
68.8,0.0001,73677,80815,1.5244,1.1983,0.1909,1.1641,7.1128
69,0.0001,73805,80953,1.5281,1.1935,0.19094,1.167,7.1454
69.2,0.0001,73931,81089,1.5319,1.2026,0.19084,1.1699,7.1784
69.4,0.0001,74056,81225,1.5357,1.2314,0.19056,1.1728,7.2114
69.6,0.0001,74180,81359,1.5395,1.2524,0.19036,1.1757,7.2447
69.8,0.8342,74304,81493,1.5434,1.25,0.19037,1.1787,7.2778
70,1.5594,74427,81627,1.5473,1.2666,0.19021,1.1817,7.3112
70.2,3.1847,74551,81761,1.5512,1.2802,0.19007,1.1847,7.3446
70.4,5.0121,74676,81897,1.5552,1.2841,0.19003,1.1877,7.378
70.6,6.711,74802,82033,1.5592,1.2879,0.18998,1.1908,7.4114
70.8,8.1859,74930,82171,1.5632,1.2886,0.18997,1.1939,7.4447
71,9.3651,75058,82310,1.5672,1.2973,0.18988,1.197,7.4777
71.2,10.333,75186,82449,1.5712,1.2821,0.19002,1.2001,7.5105
71.4,10.59,75315,82588,1.5753,1.2837,0.18999,1.2031,7.5434
71.6,10.572,75444,82728,1.5793,1.2781,0.19004,1.2062,7.5762
71.8,11.219,75572,82867,1.5833,1.2597,0.19021,1.2093,7.6086
72,9.7984,75700,83005,1.5872,1.2414,0.19037,1.2123,7.6412
72.2,7.8448,75829,83144,1.5912,1.2802,0.19,1.2154,7.6738
72.4,8.6629,75957,83283,1.5952,1.2974,0.18983,1.2185,7.7066
72.6,9.7448,76085,83421,1.5993,1.2948,0.18984,1.2216,7.7394
72.8,10.381,76212,83560,1.6034,1.2932,0.18985,1.2247,7.772
73,10.371,76340,83698,1.6074,1.2692,0.19007,1.2278,7.8044
73.2,8.4306,76468,83836,1.6113,1.2645,0.19011,1.2308,7.8365
73.4,5.9922,76596,83974,1.6151,1.271,0.19004,1.2337,7.8684
73.6,3.6756,76724,84114,1.619,1.2794,0.18995,1.2367,7.9003
73.8,1.6792,76853,84253,1.6229,1.2787,0.18995,1.2397,7.9319
74,0.0001,76982,84393,1.6268,1.2949,0.18979,1.2427,7.9636
74.2,0.0001,77111,84532,1.6307,1.3023,0.18971,1.2457,7.9951
74.4,0.0001,77240,84671,1.6347,1.2917,0.1898,1.2487,8.0263
74.6,0.0001,77368,84810,1.6385,1.2847,0.18986,1.2517,8.0577
74.8,0.0001,77497,84949,1.6423,1.2717,0.18998,1.2546,8.0887
75,0.0001,77625,85087,1.646,1.2592,0.19009,1.2574,8.1195
75.2,0.0001,77673,85146,1.6496,1.5081,0.18772,1.2602,8.1584
75.4,20.227,77721,85203,1.6531,1.5499,0.18732,1.2629,8.1974
75.6,37.28,77768,85261,1.6566,1.5588,0.18723,1.2656,8.2364
75.8,51.345,77815,85318,1.6601,1.569,0.18712,1.2683,8.2753
76,63.388,77862,85375,1.6636,1.5636,0.18717,1.271,8.3145
76.2,74.04,77914,85438,1.6677,1.6752,0.1861,1.2741,8.3552
76.4,91.881,77967,85502,1.6721,1.7048,0.18581,1.2775,8.3958
76.6,105.35,78021,85568,1.6766,1.735,0.18551,1.281,8.4361
76.8,117.78,78077,85636,1.6813,1.7427,0.18543,1.2845,8.4766
77,127.54,78135,85705,1.686,1.7314,0.18552,1.2881,8.5168
77.2,135.49,78194,85775,1.6906,1.7304,0.18553,1.2917,8.5576
77.4,139.18,78252,85845,1.6952,1.7429,0.1854,1.2952,8.5982
77.6,142,78310,85915,1.7,1.769,0.18514,1.2989,8.6386
77.8,147.16,78367,85984,1.7048,1.7829,0.185,1.3026,8.6789
78,149.59,78423,86052,1.7097,1.7761,0.18505,1.3063,8.7195
78.2,153.88,78477,86117,1.7144,1.7749,0.18506,1.31,8.7605
78.4,156.39,78529,86181,1.7191,1.771,0.18508,1.3136,8.8019
78.6,153.15,78580,86244,1.7237,1.7772,0.18502,1.3171,8.8436
78.8,154.18,78630,86306,1.7284,1.7927,0.18486,1.3207,8.8851
79,158.6,78680,86367,1.733,1.7814,0.18496,1.3242,8.927
79.2,157.12,78730,86429,1.7376,1.7977,0.18479,1.3278,8.969
79.4,154.4,78780,86491,1.7422,1.7953,0.18481,1.3313,9.0112
79.6,148.75,78832,86554,1.7468,1.778,0.18496,1.3348,9.0537
79.8,144.5,78885,86619,1.7513,1.7621,0.18511,1.3383,9.0962
80,141.81,78939,86684,1.7558,1.7596,0.18512,1.3418,9.1387
80.2,137.62,78988,86743,1.7593,1.5313,0.18729,1.3445,9.1747
80.4,41.287,79037,86801,1.7623,1.4982,0.1876,1.3468,9.2107
80.6,181.4,79084,86857,1.7653,1.5136,0.18745,1.3491,9.2477
80.8,163.16,79129,86911,1.7683,1.5374,0.18722,1.3514,9.2853
81,141.33,79172,86963,1.7714,1.559,0.18701,1.3538,9.3233
81.2,123.24,79213,87014,1.7745,1.5851,0.18675,1.3561,9.3621
81.4,108.02,79254,87064,1.7776,1.5793,0.1868,1.3585,9.4005
81.6,95.006,79296,87115,1.7807,1.5714,0.18687,1.3609,9.4386
81.8,83.194,79340,87168,1.7838,1.5605,0.18697,1.3633,9.4762
82,24.958,79385,87223,1.7869,1.5626,0.18694,1.3657,9.5139
82.2,110.89,79432,87280,1.79,1.5502,0.18705,1.368,9.5514
82.4,103.1,79479,87336,1.793,1.5247,0.18729,1.3703,9.5885
82.6,89.609,79526,87392,1.7959,1.5289,0.18725,1.3726,9.6259
82.8,78.322,79571,87447,1.7988,1.544,0.1871,1.3748,9.6636
83,69.596,79615,87499,1.8017,1.5763,0.18678,1.377,9.7019
83.2,65.343,79657,87550,1.8046,1.5772,0.18677,1.3793,9.7403
83.4,62.469,79697,87600,1.8075,1.5747,0.18679,1.3815,9.7783
83.6,60.615,79737,87649,1.8104,1.5654,0.18687,1.3837,9.8159
83.8,58.677,79778,87699,1.8131,1.5456,0.18705,1.3858,9.8527
84,55.479,79821,87750,1.8159,1.548,0.18703,1.3879,9.8896
84.2,54.264,79865,87803,1.8186,1.5344,0.18715,1.39,9.9259
84.4,50.76,79910,87858,1.8213,1.5399,0.18709,1.3921,9.9618
84.6,47.232,79956,87912,1.824,1.5231,0.18725,1.3942,9.9969
84.8,42.791,80001,87966,1.8267,1.5457,0.18703,1.3962,10.033
85,40.185,80045,88019,1.8294,1.5546,0.18694,1.3983,10.069
85.2,38.448,80087,88070,1.8321,1.5712,0.18677,1.4004,10.105
85.4,38.356,80127,88120,1.8349,1.5842,0.18665,1.4025,10.141
85.6,38.639,80167,88169,1.8377,1.5931,0.18656,1.4047,10.178
85.8,39.608,80207,88218,1.8405,1.5818,0.18666,1.4068,10.214
86,39.266,80249,88269,1.8432,1.5749,0.18672,1.4089,10.251
86.2,39.219,80292,88321,1.8459,1.5507,0.18694,1.411,10.287
86.4,38.786,80337,88376,1.8487,1.543,0.18701,1.4131,10.322
86.6,37.618,80384,88431,1.8514,1.5487,0.18695,1.4152,10.358
86.8,35.977,80431,88487,1.8541,1.5481,0.18695,1.4173,10.393
87,34.689,80478,88543,1.8568,1.5419,0.18701,1.4194,10.428
87.2,32.992,80524,88598,1.8595,1.5348,0.18707,1.4215,10.463
87.4,30.84,80568,88652,1.8622,1.5541,0.18688,1.4236,10.499
87.6,30.621,80611,88704,1.865,1.5851,0.18658,1.4257,10.536
87.8,33.027,80654,88756,1.8679,1.5949,0.18648,1.4279,10.573
88,35.885,80696,88808,1.8707,1.5998,0.18643,1.4301,10.611
88.2,38.666,80739,88861,1.8736,1.5928,0.18649,1.4323,10.647
88.4,40.023,80784,88914,1.8765,1.6152,0.18627,1.4345,10.685
88.6,42.976,80829,88970,1.8795,1.6219,0.1862,1.4368,10.722
88.8,44.57,80876,89026,1.8824,1.6147,0.18627,1.4391,10.759
89,45.639,80923,89083,1.8854,1.606,0.18634,1.4414,10.796
89.2,46.169,80970,89139,1.8884,1.6135,0.18627,1.4437,10.833
89.4,46.58,81017,89195,1.8913,1.6045,0.18635,1.446,10.869
89.6,46.227,81062,89250,1.8943,1.624,0.18615,1.4482,10.907
89.8,48.478,81106,89304,1.8973,1.6416,0.18598,1.4505,10.945
90,51.27,81149,89357,1.9004,1.6634,0.18577,1.4529,10.984
90.2,54.596,81191,89409,1.5517,1.5919,0.19014,1.4814,11.023
90.4,56.276,81234,89461,1.5335,1.529,0.19065,1.4638,11.061
90.6,57.589,81277,89514,1.5347,1.526,0.19067,1.465,11.1
90.8,59.476,81320,89567,1.5371,1.5251,0.19067,1.4673,11.138
91,61.033,81364,89621,1.5396,1.5204,0.1907,1.4698,11.177
91.2,61.69,81409,89675,1.5422,1.5397,0.19055,1.4722,11.216
91.4,62.339,81453,89730,1.5447,1.5477,0.19048,1.4746,11.255
91.6,60.913,81497,89784,1.5472,1.5206,0.19068,1.477,11.293
91.8,59.159,81541,89837,1.5496,1.5194,0.19069,1.4794,11.331
92,57.314,81584,89890,1.5521,1.5239,0.19065,1.4817,11.37
92.2,57.214,81626,89943,1.5546,1.5282,0.19061,1.4841,11.408
92.4,58.674,81668,89994,1.5571,1.5312,0.19058,1.4866,11.447
92.6,59.802,81710,90046,1.5597,1.5233,0.19064,1.489,11.485
92.8,61.724,81752,90098,1.5622,1.5345,0.19055,1.4914,11.523
93,62.763,81795,90151,1.5647,1.5324,0.19056,1.4938,11.561
93.2,62.706,81838,90204,1.5671,1.5303,0.19057,1.4961,11.598
93.4,61.769,81881,90257,1.5695,1.5305,0.19056,1.4984,11.636
93.6,61.476,81926,90311,1.5719,1.5167,0.19066,1.5007,11.673
93.8,60.796,81970,90365,1.5743,1.5062,0.19074,1.503,11.71
94,60.139,82013,90419,1.5767,1.4862,0.19089,1.5053,11.747
94.2,59.741,82056,90471,1.579,1.5164,0.19065,1.5075,11.784
94.4,59.416,82098,90523,1.5814,1.5368,0.19049,1.5098,11.822
94.6,59.755,82140,90574,1.5837,1.5455,0.19042,1.512,11.859
94.8,58.955,82181,90625,1.586,1.556,0.19034,1.5143,11.896
95,57.8,82222,90676,1.5883,1.566,0.19026,1.5165,11.933
95.2,56.88,82264,90728,1.5906,1.5806,0.19015,1.5187,11.97
95.4,56.048,82307,90780,1.5929,1.58,0.19015,1.5209,12.006
95.6,54.27,82350,90833,1.5953,1.5931,0.19004,1.5231,12.043
95.8,54.06,82393,90887,1.5976,1.6091,0.18992,1.5254,12.08
96,53.829,82436,90939,1.6,1.6222,0.18981,1.5277,12.117
96.2,53.54,82479,90992,1.6023,1.6069,0.18992,1.5299,12.154
96.4,52.697,82521,91043,1.6046,1.6076,0.18991,1.5321,12.19
96.6,51.471,82562,91094,1.6069,1.6085,0.1899,1.5343,12.226
